borrower_id,profile_type,month,income,expenses,loan_installment,dti,loan_balance,repaid_on_time
B0002,structural_decline,8,64926.0,33697.0,10345.0,0.239,269465.0,1
B0002,structural_decline,9,64687.0,33418.0,10345.0,0.239,269465.0,1
B0002,structural_decline,10,63776.0,34905.0,10345.0,0.239,269465.0,1
B0002,structural_decline,11,62444.0,36512.0,10345.0,0.239,269465.0,1
B0002,structural_decline,12,61825.0,35734.0,10345.0,0.239,269465.0,1
B0002,structural_decline,13,61606.0,34418.0,10345.0,0.239,269465.0,1
B0002,structural_decline,14,61137.0,33359.0,10345.0,0.239,269465.0,1
B0002,structural_decline,15,60036.0,34066.0,10345.0,0.239,269465.0,1
B0002,structural_decline,16,57269.0,34653.0,10345.0,0.239,269465.0,1
B0002,structural_decline,17,56739.0,34030.0,10345.0,0.239,269465.0,1
B0002,structural_decline,18,57823.0,33508.0,10345.0,0.239,269465.0,1
B0002,structural_decline,19,57192.0,32534.0,10345.0,0.239,269465.0,1
B0002,structural_decline,20,56144.0,32547.0,10345.0,0.239,269465.0,1
B0002,structural_decline,21,54747.0,33029.0,10345.0,0.239,269465.0,1
B0002,structural_decline,22,53818.0,35251.0,10345.0,0.239,269465.0,1
B0002,structural_decline,23,53225.0,35286.0,10345.0,0.239,269465.0,1
B0002,structural_decline,24,51874.0,35005.0,10345.0,0.239,269465.0,1
B0002,structural_decline,25,50708.0,34187.0,10345.0,0.239,269465.0,1
B0002,structural_decline,26,50373.0,33529.0,10345.0,0.239,269465.0,1
B0002,structural_decline,27,50534.0,34285.0,10345.0,0.239,269465.0,1
B0002,structural_decline,28,50535.0,34060.0,10345.0,0.239,269465.0,1
B0002,structural_decline,29,50257.0,33899.0,10345.0,0.239,269465.0,1
B0002,structural_decline,30,49103.0,34588.0,10345.0,0.239,269465.0,1
B0002,structural_decline,31,48481.0,34793.0,10345.0,0.239,269465.0,1
B0002,structural_decline,32,48044.0,34415.0,10345.0,0.239,269465.0,1
B0002,structural_decline,33,37813.0,33806.0,10345.0,0.239,269465.0,0
B0002,structural_decline,34,36952.0,33678.0,10345.0,0.239,269465.0,0
B0002,structural_decline,35,36656.0,34554.0,10345.0,0.239,269465.0,0
B0002,structural_decline,36,36670.0,34892.0,10345.0,0.239,269465.0,0
B0002,structural_decline,37,45025.0,33270.0,10345.0,0.239,269465.0,1
B0002,structural_decline,38,43894.0,33288.0,10345.0,0.239,269465.0,1
B0002,structural_decline,39,43702.0,33767.0,10345.0,0.239,269465.0,0
B0003,temporary_stress,0,87997.0,48076.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,1,88922.0,48580.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,2,87017.0,50526.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,3,84018.0,48801.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,4,84002.0,47734.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,5,85423.0,47877.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,6,86032.0,46829.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,7,85222.0,46465.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,8,85199.0,48087.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,9,86300.0,48876.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,10,86557.0,48099.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,11,85704.0,48315.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,12,42687.0,47993.0,11477.0,0.164,328285.0,0
B0003,temporary_stress,13,42472.0,48989.0,11477.0,0.164,328285.0,0
B0003,temporary_stress,14,42683.0,48229.0,11477.0,0.164,328285.0,0
B0003,temporary_stress,15,43268.0,48017.0,11477.0,0.164,328285.0,0
B0003,temporary_stress,16,45345.0,47507.0,11477.0,0.164,328285.0,0
B0003,temporary_stress,17,54081.0,45734.0,11477.0,0.164,328285.0,0
B0003,temporary_stress,18,62738.0,46712.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,19,70643.0,48351.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,20,77322.0,47570.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,21,85540.0,48048.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,22,85556.0,47032.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,23,85878.0,45005.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,24,84112.0,45994.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,25,83707.0,45523.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,26,84985.0,46078.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,27,84582.0,46072.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,28,85010.0,46346.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,29,87366.0,46618.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,30,87000.0,46804.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,31,84536.0,46073.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,32,85572.0,45211.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,33,86559.0,46024.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,34,88121.0,48449.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,35,89158.0,49520.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,36,88955.0,48607.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,37,86720.0,48840.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,38,84107.0,48445.0,11477.0,0.164,328285.0,1
B0003,temporary_stress,39,83150.0,46163.0,11477.0,0.164,328285.0,1
B0004,structural_decline,0,67852.0,45020.0,9585.0,0.14,269410.0,1
B0004,structural_decline,1,68504.0,44455.0,9585.0,0.14,269410.0,1
B0004,structural_decline,2,67831.0,44320.0,9585.0,0.14,269410.0,1
B0004,structural_decline,3,67468.0,42937.0,9585.0,0.14,269410.0,1
B0004,structural_decline,4,68949.0,43778.0,9585.0,0.14,269410.0,1
B0004,structural_decline,5,70792.0,44721.0,9585.0,0.14,269410.0,1
B0004,structural_decline,6,69080.0,45372.0,9585.0,0.14,269410.0,1
B0004,structural_decline,7,67170.0,46749.0,9585.0,0.14,269410.0,1
B0004,structural_decline,8,68686.0,45821.0,9585.0,0.14,269410.0,1
B0004,structural_decline,9,70429.0,44811.0,9585.0,0.14,269410.0,1
B0004,structural_decline,10,69538.0,43578.0,9585.0,0.14,269410.0,1
B0004,structural_decline,11,69726.0,43890.0,9585.0,0.14,269410.0,1
B0004,structural_decline,12,69893.0,44599.0,9585.0,0.14,269410.0,1
B0004,structural_decline,13,69875.0,46390.0,9585.0,0.14,269410.0,1
B0004,structural_decline,14,69604.0,44835.0,9585.0,0.14,269410.0,1
B0004,structural_decline,15,67454.0,44688.0,9585.0,0.14,269410.0,1
B0004,structural_decline,16,65517.0,45563.0,9585.0,0.14,269410.0,1
B0004,structural_decline,17,64074.0,44604.0,9585.0,0.14,269410.0,1
B0004,structural_decline,18,63061.0,43019.0,9585.0,0.14,269410.0,1
B0004,structural_decline,19,61664.0,44169.0,9585.0,0.14,269410.0,1
B0004,structural_decline,20,59555.0,44476.0,9585.0,0.14,269410.0,1
B0004,structural_decline,21,58641.0,43784.0,9585.0,0.14,269410.0,1
B0004,structural_decline,22,57810.0,43922.0,9585.0,0.14,269410.0,1
B0004,structural_decline,23,56662.0,43293.0,9585.0,0.14,269410.0,1
B0004,structural_decline,24,55487.0,42058.0,9585.0,0.14,269410.0,1
B0004,structural_decline,25,54728.0,42545.0,9585.0,0.14,269410.0,1
B0004,structural_decline,26,53229.0,43184.0,9585.0,0.14,269410.0,1
B0004,structural_decline,27,51637.0,43216.0,9585.0,0.14,269410.0,0
B0004,structural_decline,28,50123.0,44294.0,9585.0,0.14,269410.0,0
B0004,structural_decline,29,49355.0,44953.0,9585.0,0.14,269410.0,0
B0004,structural_decline,30,48923.0,44353.0,9585.0,0.14,269410.0,0
B0004,structural_decline,31,47650.0,44201.0,9585.0,0.14,269410.0,0
B0004,structural_decline,32,46048.0,45371.0,9585.0,0.14,269410.0,0
B0004,structural_decline,33,45934.0,44974.0,9585.0,0.14,269410.0,0
B0004,structural_decline,34,44636.0,44576.0,9585.0,0.14,269410.0,0
B0004,structural_decline,35,43675.0,43882.0,9585.0,0.14,269410.0,0
B0004,structural_decline,36,43683.0,44518.0,9585.0,0.14,269410.0,0
B0004,structural_decline,37,42818.0,45823.0,9585.0,0.14,269410.0,0
B0004,structural_decline,38,41151.0,45720.0,9585.0,0.14,269410.0,0
B0004,structural_decline,39,40051.0,44845.0,9585.0,0.14,269410.0,0
B0004,structural_decline,40,39188.0,44786.0,9585.0,0.14,269410.0,0
B0004,structural_decline,41,39107.0,44988.0,9585.0,0.14,269410.0,0
B0005,temporary_stress,0,37455.0,29800.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,1,37069.0,29229.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,2,36596.0,30290.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,3,36888.0,30007.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,4,37072.0,29107.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,5,36680.0,27969.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,6,37826.0,28622.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,7,38577.0,28783.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,8,38764.0,29576.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,9,38289.0,30110.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,10,38063.0,29967.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,11,38436.0,29141.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,12,37978.0,28947.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,13,38092.0,28674.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,14,37549.0,27493.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,15,37179.0,27883.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,16,37577.0,28289.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,17,37793.0,28644.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,18,24006.0,28460.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,19,23795.0,28761.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,20,23734.0,28633.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,21,24347.0,29345.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,22,24505.0,30258.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,23,24649.0,30054.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,24,26504.0,29652.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,25,30045.0,29417.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,26,34200.0,28546.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,27,38494.0,28067.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,28,37994.0,28238.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,29,37236.0,29202.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,30,37784.0,29832.0,8013.0,0.251,153583.0,0
B0005,temporary_stress,31,37894.0,29069.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,32,38183.0,29069.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,33,38287.0,28319.0,8013.0,0.251,153583.0,1
B0005,temporary_stress,34,37468.0,28021.0,8013.0,0.251,153583.0,1
B0006,stable,0,21780.0,14759.0,4781.0,0.256,96634.0,1
B0006,stable,1,21783.0,14879.0,4781.0,0.256,96634.0,1
B0006,stable,2,21525.0,15111.0,4781.0,0.256,96634.0,1
B0006,stable,3,21557.0,15182.0,4781.0,0.256,96634.0,1
B0006,stable,4,21584.0,15438.0,4781.0,0.256,96634.0,1
B0006,stable,5,21016.0,14838.0,4781.0,0.256,96634.0,1
B0006,stable,6,20419.0,14776.0,4781.0,0.256,96634.0,1
B0006,stable,7,20635.0,15396.0,4781.0,0.256,96634.0,1
B0006,stable,8,21020.0,15287.0,4781.0,0.256,96634.0,1
B0006,stable,9,21104.0,15610.0,4781.0,0.256,96634.0,1
B0006,stable,10,21048.0,15376.0,4781.0,0.256,96634.0,1
B0006,stable,11,21103.0,14661.0,4781.0,0.256,96634.0,1
B0006,stable,12,20904.0,14697.0,4781.0,0.256,96634.0,1
B0006,stable,13,21301.0,14914.0,4781.0,0.256,96634.0,1
B0006,stable,14,21430.0,14909.0,4781.0,0.256,96634.0,1
B0006,stable,15,21350.0,14903.0,4781.0,0.256,96634.0,1
B0006,stable,16,21009.0,14680.0,4781.0,0.256,96634.0,1
B0006,stable,17,21687.0,14819.0,4781.0,0.256,96634.0,1
B0006,stable,18,22051.0,15205.0,4781.0,0.256,96634.0,1
B0006,stable,19,22306.0,15166.0,4781.0,0.256,96634.0,1
B0006,stable,20,21936.0,14574.0,4781.0,0.256,96634.0,1
B0006,stable,21,21485.0,14521.0,4781.0,0.256,96634.0,1
B0006,stable,22,21429.0,14477.0,4781.0,0.256,96634.0,1
B0006,stable,23,21581.0,14347.0,4781.0,0.256,96634.0,1
B0006,stable,24,21419.0,14899.0,4781.0,0.256,96634.0,1
B0006,stable,25,20997.0,15034.0,4781.0,0.256,96634.0,1
B0006,stable,26,20867.0,14946.0,4781.0,0.256,96634.0,1
B0006,stable,27,21154.0,14882.0,4781.0,0.256,96634.0,1
B0006,stable,28,20870.0,15173.0,4781.0,0.256,96634.0,1
B0006,stable,29,20692.0,15370.0,4781.0,0.256,96634.0,1
B0006,stable,30,20747.0,15350.0,4781.0,0.256,96634.0,1
B0006,stable,31,21177.0,15055.0,4781.0,0.256,96634.0,1
B0006,stable,32,21198.0,15046.0,4781.0,0.256,96634.0,1
B0006,stable,33,20898.0,14914.0,4781.0,0.256,96634.0,1
B0006,stable,34,21043.0,15029.0,4781.0,0.256,96634.0,1
B0006,stable,35,21085.0,15476.0,4781.0,0.256,96634.0,1
B0007,stable,0,68133.0,45348.0,7859.0,0.177,200583.0,1
B0007,stable,1,67585.0,43067.0,7859.0,0.177,200583.0,1
B0007,stable,2,67677.0,41901.0,7859.0,0.177,200583.0,1
B0007,stable,3,66171.0,42186.0,7859.0,0.177,200583.0,1
B0007,stable,4,64374.0,43164.0,7859.0,0.177,200583.0,1
B0007,stable,5,64203.0,43680.0,7859.0,0.177,200583.0,1
B0007,stable,6,64326.0,42320.0,7859.0,0.177,200583.0,1
B0007,stable,7,65713.0,42453.0,7859.0,0.177,200583.0,1
B0007,stable,8,65795.0,41300.0,7859.0,0.177,200583.0,1
B0007,stable,9,64971.0,42860.0,7859.0,0.177,200583.0,1
B0007,stable,10,63669.0,42680.0,7859.0,0.177,200583.0,1
B0007,stable,11,64434.0,42369.0,7859.0,0.177,200583.0,1
B0007,stable,12,65714.0,42432.0,7859.0,0.177,200583.0,1
B0007,stable,13,66071.0,43075.0,7859.0,0.177,200583.0,1
B0007,stable,14,67956.0,43275.0,7859.0,0.177,200583.0,1
B0007,stable,15,68342.0,43285.0,7859.0,0.177,200583.0,1
B0007,stable,16,68465.0,40917.0,7859.0,0.177,200583.0,1
B0007,stable,17,68547.0,40613.0,7859.0,0.177,200583.0,1
B0007,stable,18,67978.0,41189.0,7859.0,0.177,200583.0,1
B0007,stable,19,67410.0,42300.0,7859.0,0.177,200583.0,1
B0007,stable,20,67014.0,42118.0,7859.0,0.177,200583.0,1
B0007,stable,21,67979.0,44531.0,7859.0,0.177,200583.0,1
B0007,stable,22,68141.0,44137.0,7859.0,0.177,200583.0,1
B0007,stable,23,67277.0,43924.0,7859.0,0.177,200583.0,1
B0007,stable,24,66466.0,42748.0,7859.0,0.177,200583.0,1
B0007,stable,25,65863.0,43368.0,7859.0,0.177,200583.0,1
B0007,stable,26,65612.0,43784.0,7859.0,0.177,200583.0,1
B0007,stable,27,64122.0,42899.0,7859.0,0.177,200583.0,1
B0007,stable,28,64537.0,43499.0,7859.0,0.177,200583.0,1
B0007,stable,29,65364.0,45182.0,7859.0,0.177,200583.0,1
B0007,stable,30,66057.0,45220.0,7859.0,0.177,200583.0,1
B0007,stable,31,66953.0,44870.0,7859.0,0.177,200583.0,1
B0007,stable,32,67443.0,44658.0,7859.0,0.177,200583.0,1
B0007,stable,33,68438.0,42100.0,7859.0,0.177,200583.0,1
B0007,stable,34,69932.0,42626.0,7859.0,0.177,200583.0,1
B0007,stable,35,70637.0,43108.0,7859.0,0.177,200583.0,1
B0007,stable,36,70693.0,44302.0,7859.0,0.177,200583.0,1
B0007,stable,37,71361.0,44440.0,7859.0,0.177,200583.0,1
B0007,stable,38,71650.0,43742.0,7859.0,0.177,200583.0,1
B0007,stable,39,70247.0,42411.0,7859.0,0.177,200583.0,1
B0007,stable,40,68969.0,42972.0,7859.0,0.177,200583.0,1
B0007,stable,41,69992.0,43696.0,7859.0,0.177,200583.0,1
B0008,stable,0,76912.0,38973.0,10193.0,0.271,330401.0,1
B0008,stable,1,74326.0,39391.0,10193.0,0.271,330401.0,1
B0008,stable,2,74578.0,39716.0,10193.0,0.271,330401.0,1
B0008,stable,3,75110.0,40138.0,10193.0,0.271,330401.0,1
B0008,stable,4,74066.0,39834.0,10193.0,0.271,330401.0,1
B0008,stable,5,72648.0,39794.0,10193.0,0.271,330401.0,1
B0008,stable,6,73931.0,38955.0,10193.0,0.271,330401.0,1
B0008,stable,7,73727.0,37711.0,10193.0,0.271,330401.0,1
B0008,stable,8,73316.0,38998.0,10193.0,0.271,330401.0,1
B0008,stable,9,73822.0,39326.0,10193.0,0.271,330401.0,1
B0008,stable,10,72605.0,39601.0,10193.0,0.271,330401.0,1
B0008,stable,11,73663.0,39774.0,10193.0,0.271,330401.0,1
B0008,stable,12,75586.0,40718.0,10193.0,0.271,330401.0,1
B0008,stable,13,76062.0,40859.0,10193.0,0.271,330401.0,1
B0008,stable,14,76124.0,41451.0,10193.0,0.271,330401.0,1
B0008,stable,15,76614.0,41473.0,10193.0,0.271,330401.0,1
B0008,stable,16,77388.0,40855.0,10193.0,0.271,330401.0,1
B0008,stable,17,78333.0,41601.0,10193.0,0.271,330401.0,1
B0008,stable,18,78130.0,41219.0,10193.0,0.271,330401.0,1
B0008,stable,19,77865.0,40285.0,10193.0,0.271,330401.0,1
B0008,stable,20,76582.0,40842.0,10193.0,0.271,330401.0,1
B0008,stable,21,78612.0,41664.0,10193.0,0.271,330401.0,1
B0008,stable,22,79565.0,42279.0,10193.0,0.271,330401.0,1
B0008,stable,23,77621.0,41747.0,10193.0,0.271,330401.0,1
B0008,stable,24,75976.0,42659.0,10193.0,0.271,330401.0,1
B0008,stable,25,75335.0,41616.0,10193.0,0.271,330401.0,1
B0008,stable,26,75504.0,39118.0,10193.0,0.271,330401.0,1
B0008,stable,27,74493.0,39580.0,10193.0,0.271,330401.0,1
B0008,stable,28,73609.0,40579.0,10193.0,0.271,330401.0,1
B0008,stable,29,73295.0,39722.0,10193.0,0.271,330401.0,1
B0008,stable,30,75057.0,40920.0,10193.0,0.271,330401.0,1
B0008,stable,31,75773.0,41646.0,10193.0,0.271,330401.0,1
B0008,stable,32,76344.0,40862.0,10193.0,0.271,330401.0,1
B0008,stable,33,77034.0,41691.0,10193.0,0.271,330401.0,1
B0008,stable,34,77443.0,41623.0,10193.0,0.271,330401.0,1
B0008,stable,35,78281.0,40386.0,10193.0,0.271,330401.0,1
B0008,stable,36,78265.0,40048.0,10193.0,0.271,330401.0,1
B0008,stable,37,79121.0,40230.0,10193.0,0.271,330401.0,1
B0009,stable,0,14997.0,10627.0,2433.0,0.279,71602.0,1
B0009,stable,1,15362.0,10749.0,2433.0,0.279,71602.0,1
B0009,stable,2,15687.0,10735.0,2433.0,0.279,71602.0,1
B0009,stable,3,15332.0,10533.0,2433.0,0.279,71602.0,1
B0009,stable,4,15306.0,10441.0,2433.0,0.279,71602.0,1
B0009,stable,5,15195.0,10384.0,2433.0,0.279,71602.0,1
B0009,stable,6,15224.0,9963.0,2433.0,0.279,71602.0,1
B0009,stable,7,15349.0,9988.0,2433.0,0.279,71602.0,1
B0009,stable,8,15227.0,10425.0,2433.0,0.279,71602.0,1
B0009,stable,9,15131.0,10463.0,2433.0,0.279,71602.0,1
B0009,stable,10,15091.0,10358.0,2433.0,0.279,71602.0,1
B0009,stable,11,14930.0,10115.0,2433.0,0.279,71602.0,1
B0009,stable,12,14634.0,9801.0,2433.0,0.279,71602.0,1
B0009,stable,13,14912.0,9789.0,2433.0,0.279,71602.0,1
B0009,stable,14,15076.0,10183.0,2433.0,0.279,71602.0,1
B0009,stable,15,15260.0,10182.0,2433.0,0.279,71602.0,1
B0009,stable,16,15468.0,9746.0,2433.0,0.279,71602.0,1
B0009,stable,17,15583.0,9711.0,2433.0,0.279,71602.0,1
B0009,stable,18,15649.0,9940.0,2433.0,0.279,71602.0,1
B0009,stable,19,15577.0,10111.0,2433.0,0.279,71602.0,1
B0009,stable,20,15831.0,9903.0,2433.0,0.279,71602.0,1
B0009,stable,21,15916.0,9859.0,2433.0,0.279,71602.0,1
B0009,stable,22,16019.0,10206.0,2433.0,0.279,71602.0,1
B0009,stable,23,16171.0,10191.0,2433.0,0.279,71602.0,1
B0009,stable,24,15909.0,9923.0,2433.0,0.279,71602.0,1
B0009,stable,25,15685.0,9995.0,2433.0,0.279,71602.0,1
B0009,stable,26,15545.0,10236.0,2433.0,0.279,71602.0,1
B0009,stable,27,15667.0,9951.0,2433.0,0.279,71602.0,1
B0009,stable,28,15706.0,10072.0,2433.0,0.279,71602.0,1
B0009,stable,29,15343.0,10304.0,2433.0,0.279,71602.0,1
B0009,stable,30,15291.0,10369.0,2433.0,0.279,71602.0,1
B0009,stable,31,15000.0,10336.0,2433.0,0.279,71602.0,1
B0009,stable,32,15213.0,9953.0,2433.0,0.279,71602.0,1
B0009,stable,33,15487.0,10155.0,2433.0,0.279,71602.0,1
B0009,stable,34,15460.0,10333.0,2433.0,0.279,71602.0,1
B0010,structural_decline,0,40732.0,28563.0,8889.0,0.098,108714.0,1
B0010,structural_decline,1,41237.0,28353.0,8889.0,0.098,108714.0,1
B0010,structural_decline,2,41660.0,29269.0,8889.0,0.098,108714.0,1
B0010,structural_decline,3,41265.0,28268.0,8889.0,0.098,108714.0,1
B0010,structural_decline,4,41177.0,28612.0,8889.0,0.098,108714.0,1
B0010,structural_decline,5,40974.0,29194.0,8889.0,0.098,108714.0,1
B0010,structural_decline,6,40343.0,28879.0,8889.0,0.098,108714.0,1
B0010,structural_decline,7,40830.0,29241.0,8889.0,0.098,108714.0,1
B0010,structural_decline,8,41255.0,28327.0,8889.0,0.098,108714.0,1
B0010,structural_decline,9,40925.0,27989.0,8889.0,0.098,108714.0,1
B0010,structural_decline,10,40950.0,27910.0,8889.0,0.098,108714.0,1
B0010,structural_decline,11,40792.0,29282.0,8889.0,0.098,108714.0,1
B0010,structural_decline,12,40459.0,28767.0,8889.0,0.098,108714.0,1
B0010,structural_decline,13,40969.0,28965.0,8889.0,0.098,108714.0,1
B0010,structural_decline,14,40627.0,29916.0,8889.0,0.098,108714.0,1
B0010,structural_decline,15,41013.0,30117.0,8889.0,0.098,108714.0,1
B0010,structural_decline,16,40999.0,30384.0,8889.0,0.098,108714.0,1
B0010,structural_decline,17,40885.0,30299.0,8889.0,0.098,108714.0,1
B0010,structural_decline,18,41136.0,30037.0,8889.0,0.098,108714.0,1
B0010,structural_decline,19,41510.0,29261.0,8889.0,0.098,108714.0,1
B0010,structural_decline,20,41454.0,29321.0,8889.0,0.098,108714.0,1
B0010,structural_decline,21,40310.0,29831.0,8889.0,0.098,108714.0,1
B0010,structural_decline,22,39516.0,29958.0,8889.0,0.098,108714.0,1
B0010,structural_decline,23,38557.0,29636.0,8889.0,0.098,108714.0,1
B0010,structural_decline,24,37941.0,28473.0,8889.0,0.098,108714.0,1
B0010,structural_decline,25,37974.0,27810.0,8889.0,0.098,108714.0,1
B0010,structural_decline,26,36927.0,27731.0,8889.0,0.098,108714.0,1
B0010,structural_decline,27,32212.0,28185.0,8889.0,0.098,108714.0,0
B0010,structural_decline,28,31937.0,28298.0,8889.0,0.098,108714.0,0
B0010,structural_decline,29,31183.0,27884.0,8889.0,0.098,108714.0,0
B0010,structural_decline,30,34964.0,28422.0,8889.0,0.098,108714.0,0
B0010,structural_decline,31,34114.0,29192.0,8889.0,0.098,108714.0,0
