borrower_id,profile_type,normalized_slope,volatility,recent_vs_prior,dip_depth,miss_rate_history,recovery_ratio,dti,recent_surplus_ratio,projected_surplus_ratio,recent_miss_rate,months_below_cover,surplus_trend,income_cv_recent,expense_pressure,income_floor_ratio,income_momentum,payment_buffer_ratio,income_acceleration,stress_streak,recovery_count,worst_3m_surplus_ratio,surplus_volatility,recent_income_vs_baseline,expense_trend,installment_to_income,coverage_ratio,income_expense_ratio,cashflow_autocorr,loan_balance,loan_to_baseline_income,future_stress
B0011,temporary_stress,-0.000540320200104494,0.16154402489195913,1.0119440914866582,0.38880694757460266,0.22857142857142854,0.9889438223459863,0.208,0.20897001734533738,0.2125382010407202,0.0,8,-0.00013643848552884465,0.004839722819821317,0.6300734256535362,0.6218551251342199,1.1807228915662553,1.768265491314493,0.0002730752828098959,8,3,-0.1752705046667217,1.183189724945621,0.9867019079871149,-0.00040388171457564576,0.15814020233909737,1.7682654913144933,1.443281748636721,0.8803047563421182,71814.0,5.0842369821472815,0
B0012,structural_decline,-0.012066858324586035,0.1269850540541063,0.8936837498784402,0.33420106847984454,0.0,0.6809324915007285,0.142,0.061534725594949005,0.019319503226254094,0.0,0,-0.012324515502357875,0.05129311168339891,0.7523191599336216,0.7238465274405051,-1.5614683419561428,3.029487033203475,-0.007589814750572362,0,0,0.03634774162214667,0.5005937313354737,0.7141136474016513,0.00025765717777185155,0.16151146657961316,3.0294870332034756,1.6529350388375776,0.9906231186704471,72292.0,4.213229723166586,1
B0013,structural_decline,-0.0023699441848165042,0.03821848687090835,0.9115440020336877,0.12120244845844763,0.0,0.8907581959517819,0.23,0.04075444064741447,0.01429563901868533,0.0,0,-0.002098726005104056,0.026583866065227873,0.7495352007932573,0.9122685793683578,-1.4443858724301601,1.5455007319383451,-0.004070213462229731,0,0,0.01503999399151301,0.3334085251090636,0.9089338690900897,-0.00027121817971245785,0.2056271690629648,1.5455007319383451,1.4151521670240401,0.8660402947289466,47760.0,2.6903000488189566,1
B0014,structural_decline,-0.012294321507879985,0.1134265948845724,0.8797780316631305,0.28319436879373194,0.0,0.7281741875113475,0.274,0.10171645647407158,0.06947109677239145,0.0,0,-0.012662253832069897,0.03681748637064132,0.6559624517661027,0.7511794528009386,-0.9516676088185397,2.653761913218493,0.0008188233604080062,0,0,0.07709389533665731,0.41061929732240193,0.7528386475049231,0.00036793232418992134,0.20892698130008905,2.6537619132184935,1.8482230140960547,0.973227480194965,56679.0,4.749570536724347,0
B0015,stable,0.002994157478104023,0.029657242237559216,0.9992279979413279,0.02147530603630221,0.0,1.0533804699591953,0.166,0.11544076262839455,0.10883459969044591,0.0,0,0.0019698027591277937,0.00793509933549431,0.6815980327814377,0.991826720135078,-0.40187087307410874,1.334,-0.011522342157631399,0,0,0.02875685943436049,0.4800408023239952,1.0585778106092585,0.0010243547189762335,0.20934927267742764,1.334,1.4048499913289785,0.8549637995456383,84324.0,4.449345715491769,0
B0016,structural_decline,-0.012606426581195342,0.14513498178702297,0.907133881528185,0.3307585041200084,0.375,0.6732474117895627,0.222,-0.15774350306359605,-0.18740031994204828,1.0,12,-0.012936547718551895,0.03838126744102913,1.0195268357291274,0.6942759349249948,-0.9997069740183622,1.2679387970453746,-0.02966116326099428,12,1,-0.17881259243608708,3.3968744884651105,0.6955165856750476,0.0003301211373565643,0.20727365517576582,1.2679387970453746,1.2595340842104317,0.9495226434631404,89018.0,4.513906613141771,1
B0017,stable,0.0003221587472684762,0.02314391009826025,1.0386604136604136,0.05939371344688582,0.0,1.0139571731481698,0.089,0.20135377589300277,0.21005761952473043,0.0,0,0.000955504608997549,0.008104998926607111,0.5796353111432706,0.9578372206817811,3.947463768115753,1.7939792914958477,0.0054543820464085365,0,0,0.1452105226367174,0.14002853067163895,1.0063028636670783,-0.0006333458617290682,0.22027206946454414,1.793979291495848,1.6760166566812407,0.6018569944240865,45349.0,3.170002563086889,0
B0018,stable,0.0015458591194124076,0.02805857115902676,1.043025913334167,0.06364358696017103,0.0,1.0320624013787392,0.125,0.38566648387927077,0.390289992470012,0.0,0,0.0015983825180642443,0.010085151945988318,0.5014117364903904,0.9570039280638338,0.26020297991795216,3.720391370205101,-0.006572672378372952,0,0,0.28152243248990005,0.10120872899951917,1.0265675884373915,-5.252339865184892e-05,0.12290283546456487,3.7203913702051006,1.8999336521988848,0.7905369410912836,59566.0,3.9996418859182827,0
B0019,structural_decline,-0.004049003354685782,0.03861323829568528,0.9298599201331947,0.12157865887082042,0.0,0.8890675436993727,0.228,0.22259577318959742,0.1983144962717409,0.0,0,-0.004017903853460222,0.02476154961881046,0.5422724824986537,0.8979645532614654,-1.3198637911464184,2.507722526036147,-0.0029422359113570108,0,0,0.21392289420792984,0.13396324623978967,0.9048054083683538,-3.1099501225562555e-05,0.2117124394184168,2.507722526036147,1.9875515439535676,0.9251479936448757,61750.0,4.513064133016627,0
B0020,structural_decline,-0.0021549977461177974,0.031146873261977435,0.9401537804357112,0.11310325804432475,0.0,0.9120402295801993,0.124,0.23270987385819922,0.2015228557182111,0.0,0,-0.001943967546336644,0.029014603771862827,0.5306351946930801,0.942651630083069,-2.025035427491724,2.36789113277623,-0.007893145482128978,0,0,0.20068110206982887,0.1167528140441104,0.9339797791192352,-0.00021103019978115558,0.22020537053023764,2.36789113277623,1.9695881188118811,0.8709587471453426,60561.0,3.854974060832387,0
B0021,structural_decline,-0.006843030361473766,0.07252070702852144,0.9168604350746654,0.18550102613601227,0.0,0.8222957333358322,0.252,0.06340489733954326,0.05070731762825363,0.0,0,-0.007430009180660095,0.014110912142105652,0.7491884580703336,0.8342345212770942,-0.37923423855676075,2.250840509429953,0.010392287848220197,0,0,0.06014375275276213,0.4150763310734622,0.8314044475264967,0.0005869788191863244,0.1745491433724076,2.2508405094299535,1.525812987953355,0.9730985047824104,81505.0,4.582751543889571,0
B0022,stable,0.002345305242910761,0.02540573599120679,0.9792840197983071,0.013571850057455204,0.0,1.0323094920132097,0.186,0.21140408087207677,0.2039255877511724,0.0,0,0.002673127708066684,0.017176117960444635,0.6773334928372761,0.99283828690332,-3.739246560452192,2.6315084547128746,-0.002885626439152985,0,0,0.14973549903206101,0.176624761058728,1.038448399018603,-0.00032782246515591814,0.11908963124682238,2.6315084547128746,1.463590960333482,0.8010523795406759,82667.0,5.134755737755831,0
B0023,stable,0.002686273781426389,0.034882663130000595,1.0446841069736938,0.012014915066979714,0.0,1.1159293529131948,0.131,0.16782519295984286,0.18780138672418728,0.0,0,0.002824115570973742,0.016786632351317075,0.6542319443088126,0.9993094876398287,9.988096882172206,1.6334970152127866,0.009896028567482716,0,0,0.05978302567171508,0.3187072708752879,1.0999248108763369,-0.0001378417895473488,0.1931892691229196,1.6334970152127866,1.4915345697388485,0.8869087583084935,36551.0,3.3651889702159004,0
B0024,temporary_stress,-0.013537972564549581,0.22942317125404407,1.5303815277662833,0.4874052727078664,0.3076923076923077,0.930479951613477,0.167,0.057201053118440245,0.1972190455860004,0.33333333333333337,8,-0.012729906684437586,0.14581650466175253,0.6552272383136127,0.5205197993382431,4.866348701642814,1.3390074909763663,0.055622646112559626,8,2,-0.24970647881310706,2.4845952600141077,0.8223752090226634,-0.0008080658801119792,0.2752168552207489,1.3390074909763663,1.5534057729284814,0.847121816992151,63831.0,3.4065001601024654,0
B0025,stable,0.0006117029579136931,0.019169994045603378,0.991404231369439,0.039993716208255314,0.0,1.025148258211476,0.21,0.3791090106955372,0.39060834958828056,0.0,0,-0.000228901883895539,0.011242245690378619,0.510012128093309,1.0001047298624113,1.575645756457539,4.37975331388505,0.00939875708095426,0,0,0.3514210533205912,0.07056085098347556,1.0146490895047586,0.0008406048418092372,0.11635228240394292,4.37975331388505,2.0278103062076256,0.8408994742114206,54487.0,4.279812009896972,0
B0026,stable,0.0006203379718882541,0.026358162752880613,0.982560544524669,0.030436512171694075,0.0,1.022558141791262,0.123,0.1391036898328272,0.15151503390998086,0.0,0,0.0006355682993469014,0.011003020628155225,0.6355955718427373,0.9964644357553825,0.9038275193798405,1.6720987030486778,0.013071663508757832,0,0,0.11811734114702088,0.19119185799647925,1.0140297088301784,-1.5230327458633639e-05,0.2272253212519017,1.672098703048678,1.6012907407070909,0.814184247830581,75824.0,4.414060756595225,0
B0027,stable,0.0013767601980464307,0.027701179023886247,1.0050708530147263,0.018735306817636688,0.10344827586206895,1.0653216907354988,0.135,0.07747205296742311,0.10963084557336826,0.0,3,0.002258900638576606,0.027598158235162863,0.6951067800124404,1.0080650578131747,3.2207578253706926,1.2630822519774596,0.02107182267427912,3,0,-0.02415679124886053,0.6450264745800723,1.0412848438324618,-0.0008821404405301855,0.230492777662589,1.2630822519774596,1.4131194221150563,0.8225675915469838,52588.0,3.784579954900926,0
B0028,stable,0.00082718585322613,0.022429168514995882,1.0317774061122091,0.01179694040642365,0.0,1.0441977536885825,0.141,0.267730747067074,0.2815907152875611,0.0,0,0.0010226519810854384,0.011774739984944983,0.5475558923834786,0.9910734672132039,0.9484693877551078,2.2829793028322443,-0.00037650801244460064,0,0,0.21875985343524731,0.10685473188063536,1.0329553238450415,-0.00019546612785932132,0.19325502084122773,2.282979302832244,1.8101413840756881,0.8323513509334626,44105.0,2.8772574559925195,0
B0029,temporary_stress,-0.01493846308724631,0.2487571079887967,1.1652201357109042,0.5703018428036409,0.23333333333333328,0.8868275502864654,0.138,-0.029068181254495402,0.18092001998348875,0.5,7,-0.01464519014805757,0.2456373368684771,0.7740723185265438,0.440821944988715,0.8042600312662841,1.611102613129382,0.23554155609018076,7,5,-0.3231974999379945,1.837039637304148,0.7325578511371811,-0.00029327293918873847,0.26560807150595883,1.6111026131293817,1.5597103823926666,0.8595123037244049,52582.0,3.9124482254024158,0
B0030,structural_decline,-0.007559300227650526,0.06309442815184022,0.9154943179989055,0.19418694330606256,0.0,0.8290108427722412,0.174,0.08910127481966519,0.04779893235743346,0.0,0,-0.007503254227587708,0.04162887862280361,0.6376327449187705,0.8603263417363558,-1.1451983898792417,1.8049082755809212,-0.0026183383057277313,0,0,0.05307968000967835,0.34932701185603393,0.8601025299801898,-5.604600006281421e-05,0.25877347211477597,1.8049082755809216,1.7340309830760252,0.9587265861461021,52452.0,4.75920577071393,0
B0031,temporary_stress,-0.006667280849672531,0.23503207853727517,1.5472866496504272,0.4859443306955896,0.2962962962962963,1.0164075037352664,0.289,0.19229705052293727,0.2632789710427915,0.0,8,-0.005911612781736186,0.07012592599631787,0.6030008750161376,0.5213435891760279,0.5747148508007227,1.429539295392954,-0.026263073432571463,8,2,-0.25128659177688006,2.3779516656119752,0.9644319628133473,-0.0007556680679363441,0.1976102018274927,1.429539295392954,1.4654093995683066,0.8612747902812475,51315.0,4.259448840683969,0
B0032,stable,0.0035464727074006113,0.04023493573214515,1.0133613460865079,0.05135599521708978,0.0,1.1117050672722342,0.201,0.4311853779604305,0.43392076618430864,0.0,0,0.0029088946443072685,0.010317086850193495,0.45495216964318186,1.010530440811487,0.0886556498436818,3.1548936699415493,-0.014059344259000557,0,0,0.32063584570090736,0.11168688655356902,1.1050130123290562,0.0006375780630933448,0.1548394136689339,3.1548936699415497,2.0591538515065064,0.873855406332501,80964.0,4.881221048823867,0
B0033,temporary_stress,-0.002972446279898368,0.13106778787459278,1.1286622137685969,0.365155686533018,0.12121212121212122,0.9913529024002482,0.201,0.3118900823348456,0.31444709723045444,0.0,4,-0.002688908113416509,0.009924010220560579,0.5583367081662247,0.6741944239792159,0.043204792212654525,2.98609780382874,-0.0283132897193155,4,1,-0.03528636240257474,0.47677322895715063,0.9894011658717542,-0.0002835381664818722,0.1264321266672763,2.98609780382874,1.679098164541819,0.8391460484365348,63694.0,4.939625421691419,0
B0034,temporary_stress,-0.007763992150198144,0.15361029455757827,1.2164036650547212,0.42104519108430327,0.16129032258064513,0.9805381461759578,0.189,0.09036646089565369,0.19952517833861785,0.16666666666666663,5,-0.007934471483664236,0.10382217839239871,0.7171278617635264,0.6867725366382357,0.6636435073014213,1.8527775210278215,0.13682134274000818,5,2,-0.21359345302609054,1.0088513929717593,0.9008529287027002,0.00017047933346609474,0.18256002510854213,1.8527775210278212,1.4780406372221693,0.8203536708045127,37074.0,3.494086046840394,0
B0035,temporary_stress,-0.00038940373007273634,0.19244411071259074,1.3189615784008308,0.39166247484909456,0.31999999999999995,1.014021629778672,0.117,0.2514252179745137,0.27809954967902656,0.0,8,0.0007037900479801903,0.02937693220111335,0.6241943272238668,0.6127389336016097,0.2750750305680099,1.8622357723577236,-0.035148390342052256,8,1,-0.16000167672702884,1.5782259053292398,0.9983023138832998,-0.0010931937780529369,0.12395288782515589,1.8622357723577236,1.362253975533959,0.8686408868557306,52469.0,3.299107142857143,0
B0036,stable,0.000646691165856927,0.017632545055409444,0.9862372065021071,0.035005007694750456,0.0,1.0016122334318587,0.178,0.28479126462613286,0.2818138673013236,0.0,0,0.00010512436025671116,0.011306460869362751,0.533654022244741,0.9747416762342136,-1.3941176470588252,2.6079545454545454,-0.00255654158480459,0,0,0.2676551774678164,0.04660915762930626,1.0004030583579646,0.000541566805600214,0.18166945438118842,2.6079545454545454,1.8974795640326976,0.32417855289034236,50639.0,3.710994943449691,0
B0037,stable,-0.0005283906977177543,0.023949249519038165,0.9933229388590676,0.053756315745879246,0.0,0.9591177479854694,0.21,0.1419223533031203,0.10628607941147118,0.0,0,-0.0003942462722976472,0.031222978749707603,0.6751899158858348,0.9566091988025228,-3.432590855803048,1.7032442327202155,-0.02300900812573862,0,0,0.07367088308030909,0.2712816578753207,0.9875400835394209,-0.00013414442542010848,0.18109707877015985,1.7032442327202153,1.445772353265434,0.7697513507771118,56284.0,3.9959768550839536,0
B0038,structural_decline,-0.004513349050348054,0.06059595618053578,0.8803061731280493,0.19667210377476863,0.1333333333333333,0.8236736190871449,0.165,-0.023878234516306496,-0.09397253134380222,0.6666666666666667,4,-0.005231046890363062,0.07645060504717897,0.8474268772954556,0.8359833605188738,-10.585707146426778,1.4673060371326694,-0.03173634943461891,4,0,-0.0788155469119478,0.8624376508097117,0.8724724686079394,0.0007176978400150145,0.17994159033585558,1.4673060371326694,1.310516921059342,0.8546486977485259,46879.0,2.7147641614145486,1
B0039,stable,0.0020136382839957725,0.030627181389065346,1.0264365073051733,0.011208276881389367,0.0,1.0672633466080934,0.234,0.3280097439476673,0.339008048923063,0.0,0,0.0019352135758693109,0.009085364755231959,0.5365796951692069,0.9989407562507698,0.6774566473988448,2.8508343828715366,0.013616502149572687,0,0,0.2531236742346485,0.11107896130320517,1.0595174556253508,7.842470812646161e-05,0.1538362180315164,2.8508343828715366,1.8096332428698534,0.8939226043643551,52108.0,4.278687851541651,0
B0040,structural_decline,-0.00950159076928407,0.10367086306938661,0.9266669880912203,0.2529831678212997,0.4242424242424242,0.7509417063983351,0.206,-0.1080262360719648,-0.12135650878110645,1.0,14,-0.00904297506958999,0.016780398026611607,0.8376690946930281,0.758870479150752,-0.6410423452768723,1.0994399064094997,0.0037322054180574495,14,0,-0.12422622026710217,3.910012624966854,0.7594236493427811,-0.00045861569969407725,0.30457856399583766,1.0994399064094997,1.39467503121841,0.9806102998348337,32757.0,2.588599425756658,1
B0041,stable,0.001556357578922092,0.027236589355176765,1.0378688201046018,0.023149751273194075,0.0,1.0716113611986184,0.173,0.17666782091669977,0.1843500586978369,0.0,0,0.0017717068070025152,0.007386722685236436,0.6139102599656127,0.9856067836119018,1.0688960515713168,1.5643686051453043,0.00024758059942979894,0,0,0.09472732954401493,0.2105200720159576,1.0659273835966994,-0.0002153492280804212,0.22034878653661785,1.5643686051453043,1.5576691806426954,0.7979038990778968,100968.0,5.116491980777514,0
B0042,temporary_stress,-0.005528223288480847,0.21527561909005008,1.5970327552986514,0.4843819174578189,0.2068965517241379,1.0263662747798712,0.168,0.2860568645776969,0.29416913206327344,0.0,6,-0.006363606844743867,0.009638258709422405,0.5541707887942475,0.5193959368389985,0.053331854972835116,2.0706881440962253,-0.07199848211211288,6,4,-0.2136110974469969,1.0958166236281424,1.019307393378917,0.0008353835562630125,0.16519074391332672,2.0706881440962253,1.6290320359515076,0.8634292406235977,57240.0,4.223523045895027,0
B0043,temporary_stress,-0.002816361622159183,0.1519754354608263,1.1606895386175426,0.4191972550425992,0.1515151515151515,1.004991712787508,0.261,0.2653943453102131,0.275334015511003,0.0,5,-0.0027359502372288065,0.013986513956213083,0.5544715920673287,0.6393424508825154,0.08655766169873964,2.059781221155168,-0.05244663159774969,5,2,-0.15322135096102585,0.7366418034941481,0.9985073324868422,-8.041138493037277e-05,0.17973732490753952,2.0597812211551685,1.6676788607405568,0.8299381084018277,66511.0,3.86800554419362,0
B0044,stable,-0.00062343425371273,0.026526417369080086,1.0496156208700185,0.05239428556093295,0.0,1.006825480601501,0.156,0.23296089885228155,0.22982329915694255,0.0,0,-0.0010932029874040907,0.004809288906744909,0.6348546246131747,0.9527046973261649,-0.32579617834395275,2.709196603370206,-0.0063840799275152425,0,0,0.17705099877445496,0.14954624781808012,1.0088561281723278,0.00046976873369136365,0.13422949714924143,2.7091966033702066,1.5885814187117564,0.7637676650400248,83315.0,4.471807991984757,0
B0045,stable,0.002610719696058878,0.029105540196377545,0.9859967322958096,0.027185995623632442,0.0,1.032875273522976,0.233,0.29992122538293214,0.2817205376680212,0.0,0,0.0032407883873967038,0.016851245116651394,0.5655499669425638,0.9913628008752735,-9.100343857455472,2.7904340927122293,-0.008410128165051607,0,0,0.22800875273522975,0.11815262844630883,1.0458555798687088,-0.0006300686913378245,0.14767886583702267,2.790434092712229,1.7200935946183094,0.8577707438545749,58954.0,3.0960525164113784,0
B0046,structural_decline,-0.003138385944455065,0.045263043549910065,0.8951467867354993,0.16107950176841457,0.0,0.8522989389512533,0.093,0.12413501460864217,0.0822159003536829,0.0,0,-0.0030626290539701494,0.04117132823698163,0.6323335983233359,0.9110410579732431,-2.4533299048598627,1.9831688311688311,-0.012416247446233616,0,0,0.08842072889435645,0.21037577321676323,0.8865779896458046,-7.575689048492673e-05,0.22765050227650502,1.9831688311688314,1.700842845603414,0.9249039644005075,54875.0,4.219206520067661,1
B0047,structural_decline,-0.011683371292486101,0.14445399066632228,0.8814020192748968,0.3668394416425568,0.5,0.6512538568444239,0.109,-0.2546872131949968,-0.284748310855105,1.0,18,-0.011538106535790243,0.039599555293798466,1.1037449722088437,0.6779480276556504,-1.3737332237743072,0.7325207860922147,-0.0040891603785482575,18,0,-0.2780074645782164,2.535454094230396,0.6714886326885593,-0.00014526475669586022,0.2755424807674785,0.7325207860922147,1.1841458345703937,0.9846976716049635,67178.0,3.523106103647504,1
B0048,stable,0.0014266688034488112,0.02373052935557646,0.983229311034425,0.037192439696427826,0.06896551724137934,1.0040121815633005,0.18,0.06075312998501473,0.038703671733110505,0.0,2,0.0013616318856157956,0.01933121634805029,0.7445556543620986,0.9824604824285782,-2.8439504061564795,1.2297352626901146,-0.007148174491916942,2,0,-0.00562672209600232,0.6347118547921465,1.0219558176632668,6.503691783303208e-05,0.19599644296444854,1.2297352626901148,1.322049323953239,0.8377913781591625,51856.0,3.0080340310339824,0
B0049,structural_decline,-0.01136460800739502,0.1070778753316513,0.9305994218011063,0.25827604136576354,0.0,0.7707839852100064,0.269,0.09471951008146051,0.05277601247905717,0.0,0,-0.01073835677343026,0.045273477263501095,0.6300100560264329,0.7634669824946558,-1.2715808437171625,1.9265449238217287,-0.037464407451119494,0,1,0.060459876364896865,0.49795136256535144,0.8043214512681264,-0.000626251233964745,0.25222669156730354,1.926544923821729,1.7552874517657402,0.7813123875191993,56576.0,4.902882893292507,1
B0050,stable,0.0023161562375682244,0.027503496662878945,1.0279832667627804,0.014245154312262587,0.0,1.074642642052089,0.185,0.19665441673529085,0.2113276455725541,0.0,0,0.00245435531874981,0.01712147595698465,0.6318427405448902,0.9949730214722041,2.7034161490683473,1.8068867257373435,0.010050445369578618,0,0,0.10793869298558278,0.20855274425781184,1.0691854819876847,-0.00013819908118157555,0.184228072192206,1.8068867257373435,1.5269010902363946,0.8229062283841502,61210.0,4.513956318137683,0
B0051,temporary_stress,-0.004126474999809821,0.13972841559369475,1.423963578139167,0.38293539613770866,0.24137931034482762,1.0475474586231872,0.215,0.05729202257786767,0.11349380982968965,0.16666666666666663,7,-0.004026860819614112,0.05171605287991428,0.7180480667624027,0.716106547854966,0.5373896679958768,1.0188348064235029,-0.02419057251021613,7,1,-0.31346608536402026,6.3437557912612785,1.0088152086266042,-9.961418019569643e-05,0.22516053865120436,1.018834806423503,1.3229705572458534,0.8011792443188176,54878.0,4.50010250242589,0
B0052,temporary_stress,-0.00992087614744891,0.16614847527998,1.2706358180394886,0.39835263220723416,0.2692307692307693,0.9664557717559985,0.14,0.05965739524889579,0.1792808540391206,0.33333333333333337,7,-0.010346430856159874,0.11920667158442036,0.6646130677345381,0.620851736898651,1.2491719200769311,1.309423076923077,0.1076928324152867,7,1,-0.22851259400740123,2.155341883747844,0.8719410290079981,0.00042555470871097155,0.2669678611767122,1.309423076923077,1.5194690109683742,0.8575578106297183,30211.0,2.704816760176674,0
B0053,temporary_stress,-0.01836103455766782,0.23380372182515202,1.1747924838091761,0.46948889750263034,0.31999999999999995,0.8184284844122045,0.226,0.0367683703416579,0.1761923219922001,0.5,8,-0.017706385480071727,0.16711611353657327,0.7188889104567425,0.5393321889362644,1.1805723012619562,1.8931709791983764,0.12876128246303775,8,2,-0.14743341270280746,1.292686603612076,0.7131762556066227,-0.0006546490775960863,0.2295552924277423,1.8931709791983764,1.5957949595718317,0.8777345187076631,46508.0,3.8630045960462924,0
B0054,temporary_stress,-0.007175950108680527,0.20912822283822283,1.6219616980994684,0.5435974348365742,0.19999999999999996,0.9828816714935871,0.09,0.22649462143152668,0.2580863230687392,0.0,6,-0.007456947750983379,0.03340080554490195,0.6249595948712423,0.46605295821266035,0.2081588939733224,2.0537180480247867,-0.06008777114486673,6,4,-0.298286443249207,1.363565890447451,0.9599710384774514,0.0002809976423028656,0.13910138993642926,2.0537180480247867,1.4509929550512424,0.8281361866047464,74164.0,3.8355399255275135,0
